id_parlamentar,casa,id_legislatura,data_inicio,data_fim,situacao,cod_causa_fim_exercicio,desc_causa_fim_exercicio
5084,senado,54,2011-02-01,2015-01-31,1º Suplente,NA,NA
5084,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
4763,senado,54,2011-02-01,2015-01-31,Titular,2688,Término do mandato
4763,senado,55,2015-02-01,2019-01-31,Titular,2688,Término do mandato
4645,senado,54,2011-02-01,2015-01-31,Titular,2628,Renúncia
4645,senado,55,2015-02-01,2019-01-31,Titular,2628,Renúncia
5082,senado,54,2011-02-01,2015-01-31,1º Suplente,NA,NA
5082,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
1176,senado,54,2011-02-01,2015-01-31,Titular,2629,Término do mandato
1176,senado,55,2015-02-01,2019-01-31,Titular,2629,Término do mandato
604,senado,54,2011-02-01,2015-01-31,Titular,2871,Término do mandato
604,senado,55,2015-02-01,2019-01-31,Titular,2871,Término do mandato
5016,senado,54,2011-02-01,2015-01-31,Titular,2631,Renúncia
5016,senado,55,2015-02-01,2019-01-31,Titular,2631,Renúncia
5070,senado,54,2011-02-01,2015-01-31,1º Suplente,2714,Término do mandato
5070,senado,55,2015-02-01,2019-01-31,1º Suplente,2714,Término do mandato
5096,senado,54,2011-02-01,2015-01-31,1º Suplente,NA,NA
5096,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
3811,senado,54,2011-02-01,2015-01-31,Titular,2632,Término do mandato
3811,senado,55,2015-02-01,2019-01-31,Titular,2632,Término do mandato
3597,senado,50,1995-02-01,1999-01-31,1º Suplente,NA,NA
3597,senado,51,1999-02-01,2003-01-31,1º Suplente,NA,NA
3597,senado,52,2003-02-01,2007-01-31,1º Suplente,2195,Retorno do titular
3597,senado,53,2007-02-01,2011-01-31,1º Suplente,2195,Retorno do titular
3597,senado,54,2011-02-01,2015-01-31,1º Suplente,2789,Retorno do titular
3597,senado,55,2015-02-01,2019-01-31,1º Suplente,2789,Retorno do titular
5144,senado,54,2011-02-01,2015-01-31,1º Suplente,2643,Término do mandato
5144,senado,55,2015-02-01,2019-01-31,1º Suplente,2643,Término do mandato
5118,senado,54,2011-02-01,2015-01-31,2º Suplente,NA,NA
5118,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5184,senado,54,2011-02-01,2015-01-31,2º Suplente,2878,Término do mandato
5184,senado,54,2011-02-01,2015-01-31,Titular,NA,NA
5184,senado,55,2015-02-01,2019-01-31,2º Suplente,2878,Término do mandato
5184,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
4697,senado,54,2011-02-01,2015-01-31,Titular,2582,Término do mandato
4697,senado,55,2015-02-01,2019-01-31,Titular,2582,Término do mandato
5573,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5573,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
4981,senado,53,2007-02-01,2011-01-31,Titular,2675,Término do mandato
4981,senado,54,2011-02-01,2015-01-31,Titular,2675,Término do mandato
4981,senado,55,2015-02-01,2019-01-31,Titular,2810,Licença Saúde-Particular
4981,senado,56,2019-02-01,2023-01-31,Titular,2810,Licença Saúde-Particular
5918,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5918,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5625,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5625,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6026,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6026,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5923,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5923,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5982,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5982,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
4610,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
4610,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
3651,senado,52,2003-02-01,2007-01-31,1º Suplente,2558,Término do mandato
3651,senado,53,2007-02-01,2011-01-31,1º Suplente,2558,Término do mandato
3651,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
3651,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5962,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5962,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
945,senado,47,1983-02-01,1987-01-31,NA,NA,NA
945,senado,48,1987-02-01,1991-01-31,NA,NA,NA
945,senado,51,1999-02-01,2003-01-31,Titular,1813,Término do mandato
945,senado,52,2003-02-01,2007-01-31,Titular,1813,Término do mandato
945,senado,53,2007-02-01,2011-01-31,Titular,2717,Término do mandato
945,senado,54,2011-02-01,2015-01-31,Titular,2717,Término do mandato
945,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
945,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5607,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5607,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5989,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5989,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5950,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5950,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5969,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5969,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5967,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5967,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5529,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5529,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
6001,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6001,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
751,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
751,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6009,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6009,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5633,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5633,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5631,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5631,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5554,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5554,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4979,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
4979,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5896,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5896,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5952,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5952,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
6011,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6011,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5932,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5932,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5559,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5559,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6013,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6013,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5603,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5603,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6020,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6020,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5990,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5990,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5991,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5991,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5593,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5593,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6000,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6000,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
470,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
470,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
611,senado,52,2003-02-01,2007-01-31,1º Suplente,NA,NA
611,senado,53,2007-02-01,2011-01-31,1º Suplente,NA,NA
611,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
611,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5623,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5623,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5973,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5973,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
739,senado,54,2011-02-01,2015-01-31,Titular,2587,Término do mandato
739,senado,55,2015-02-01,2019-01-31,Titular,2587,Término do mandato
739,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
739,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6017,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6017,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5933,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5933,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
475,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
475,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5963,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5963,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5960,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5960,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5998,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5998,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5992,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5992,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5987,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5987,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
3830,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
3830,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5837,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5837,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
6012,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6012,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5996,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5996,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5637,senado,55,2015-02-01,2019-01-31,1º Suplente,2870,Licença Particular
5637,senado,56,2019-02-01,2023-01-31,1º Suplente,2870,Licença Particular
5975,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5975,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5565,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5565,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6016,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6016,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5537,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5537,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4994,senado,54,2011-02-01,2015-01-31,Titular,2775,Término do mandato
4994,senado,55,2015-02-01,2019-01-31,Titular,2775,Término do mandato
4994,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4994,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5976,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5976,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
3777,senado,56,2019-02-01,2023-01-31,Titular,2894,Afastamento do exercício
3777,senado,57,2023-02-01,2027-01-31,Titular,2894,Afastamento do exercício
5902,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5902,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5587,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5587,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5898,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5898,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5605,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5605,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5718,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5718,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5531,senado,55,2015-02-01,2019-01-31,Titular,2874,Licença Saúde-Particular
5531,senado,56,2019-02-01,2023-01-31,Titular,2874,Licença Saúde-Particular
6025,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6025,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
22,senado,49,1991-02-01,1995-01-31,Titular,238,Renúncia
22,senado,50,1995-02-01,1999-01-31,Titular,238,Renúncia
22,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
22,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5906,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5906,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5953,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5953,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5740,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5740,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5581,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5581,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5540,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5540,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5980,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5980,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4525,senado,53,2007-02-01,2011-01-31,Titular,2509,Término do mandato
4525,senado,54,2011-02-01,2015-01-31,Titular,2509,Término do mandato
4525,senado,55,2015-02-01,2019-01-31,Titular,2756,Licença Saúde-Particular
4525,senado,56,2019-02-01,2023-01-31,Titular,2756,Licença Saúde-Particular
5917,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5917,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5577,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5577,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5920,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5920,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
345,senado,52,2003-02-01,2007-01-31,Titular,1737,Renúncia
345,senado,53,2007-02-01,2011-01-31,Titular,1737,Renúncia
345,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
345,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5894,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5894,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
3713,senado,55,2015-02-01,2019-01-31,Titular,2735,Renúncia
3713,senado,56,2019-02-01,2023-01-31,Titular,2735,Renúncia
196,senado,50,1995-02-01,1999-01-31,1º Suplente,1513,Término do mandato
196,senado,51,1999-02-01,2003-01-31,1º Suplente,1513,Término do mandato
196,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
196,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5900,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5900,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5615,senado,55,2015-02-01,2019-01-31,1º Suplente,2798,Licença Saúde-Particular
5615,senado,56,2019-02-01,2023-01-31,1º Suplente,2798,Licença Saúde-Particular
6008,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6008,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4558,senado,55,2015-02-01,2019-01-31,Titular,2737,Renúncia
4558,senado,56,2019-02-01,2023-01-31,Titular,2737,Renúncia
5639,senado,55,2015-02-01,2019-01-31,2º Suplente,2873,Licença Particular
5639,senado,56,2019-02-01,2023-01-31,2º Suplente,2873,Licença Particular
5999,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5999,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5907,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5907,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5008,senado,54,2011-02-01,2015-01-31,Titular,2599,Término do mandato
5008,senado,55,2015-02-01,2019-01-31,Titular,2599,Término do mandato
5008,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5008,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5385,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5385,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6015,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6015,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
6007,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6007,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
6010,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6010,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5978,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5978,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
4770,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4770,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5931,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5931,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
35,senado,50,1995-02-01,1999-01-31,Titular,141,Renúncia
35,senado,51,1999-02-01,2003-01-31,Titular,141,Renúncia
35,senado,54,2011-02-01,2015-01-31,Titular,2761,Término do mandato
35,senado,55,2015-02-01,2019-01-31,Titular,2761,Término do mandato
35,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
35,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5912,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5912,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
581,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
581,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
4545,senado,53,2007-02-01,2011-01-31,Titular,2456,Término do mandato
4545,senado,54,2011-02-01,2015-01-31,Titular,2456,Término do mandato
4545,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4545,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
4531,senado,53,2007-02-01,2011-01-31,Titular,2692,Término do mandato
4531,senado,54,2011-02-01,2015-01-31,Titular,2692,Término do mandato
4531,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4531,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5627,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5627,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5609,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5609,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5895,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5895,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5993,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5993,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4885,senado,52,2003-02-01,2007-01-31,2º Suplente,2545,Retorno do titular
4885,senado,53,2007-02-01,2011-01-31,2º Suplente,2545,Retorno do titular
4885,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
4885,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5350,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5350,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5569,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5569,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5849,senado,54,2011-02-01,2015-01-31,2º Suplente,NA,NA
5849,senado,55,2015-02-01,2019-01-31,1º Suplente,2857,Retorno do titular
5849,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5849,senado,56,2019-02-01,2023-01-31,1º Suplente,2857,Retorno do titular
878,senado,55,2015-02-01,2019-01-31,1º Suplente,2788,Retorno do titular
878,senado,56,2019-02-01,2023-01-31,1º Suplente,2788,Retorno do titular
5579,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5579,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5983,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5983,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5910,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5910,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
3361,senado,52,2003-02-01,2007-01-31,Titular,2441,Renúncia
3361,senado,53,2007-02-01,2011-01-31,Titular,2441,Renúncia
3361,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
3361,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
90,senado,50,1995-02-01,1999-01-31,Titular,1294,Término do mandato
90,senado,51,1999-02-01,2003-01-31,Titular,1294,Término do mandato
90,senado,55,2015-02-01,2019-01-31,Titular,2814,Afastamento do exercício
90,senado,56,2019-02-01,2023-01-31,Titular,2814,Afastamento do exercício
5613,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5613,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5972,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5972,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5929,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5929,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5965,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5965,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
1249,senado,53,2007-02-01,2011-01-31,Titular,2683,Afastamento do exercício
1249,senado,54,2011-02-01,2015-01-31,Titular,2683,Afastamento do exercício
1249,senado,55,2015-02-01,2019-01-31,Titular,2886,Licença Particular
1249,senado,56,2019-02-01,2023-01-31,Titular,2886,Licença Particular
415,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
415,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5533,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5533,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5977,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5977,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5979,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5979,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5903,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5903,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5926,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5926,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6014,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6014,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
1186,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
1186,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5968,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5968,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5567,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5567,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
151,senado,50,1995-02-01,1999-01-31,1º Suplente,1533,Término do mandato
151,senado,51,1999-02-01,2003-01-31,NA,NA,NA
151,senado,51,1999-02-01,2003-01-31,1º Suplente,1533,Término do mandato
151,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
151,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5585,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5585,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5904,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5904,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5557,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5557,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5981,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5981,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5666,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5666,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5591,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5591,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5376,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5376,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
742,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
742,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5915,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5915,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
285,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
285,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5422,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5422,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6287,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6287,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5942,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5942,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5909,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5909,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
6019,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6019,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5994,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5994,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5908,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5908,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
1023,senado,51,1999-02-01,2003-01-31,Titular,2136,Término do mandato
1023,senado,52,2003-02-01,2007-01-31,Titular,2136,Término do mandato
1023,senado,53,2007-02-01,2011-01-31,Titular,2510,Término do mandato
1023,senado,54,2011-02-01,2015-01-31,Titular,2510,Término do mandato
1023,senado,55,2015-02-01,2019-01-31,Titular,2807,Afastamento do exercício
1023,senado,56,2019-02-01,2023-01-31,Titular,2807,Afastamento do exercício
6002,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6002,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5575,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5575,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5571,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5571,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6027,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
6027,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5935,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5935,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5897,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5897,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
