"id_proposicao","nome_proposicao","data_apresentacao_proposicao","ementa_proposicao","autor","indexacao","tema","uri_tramitacao","obj_votacao","cod_sessao","data_votacao","hora_votacao","tipo_documento_votacao","numero_documento","link_documento_votacao"
"2188301","MPV 861/2018","05/12/2018","Dispõe sobre a transferência, da União para o Distrito Federal, da Junta Comercial do Distrito Federal e das atividades de registro público de empresas mercantis e atividades afins no Distrito Federal e altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades fins."," Poder Executivo, Poder Executivo","União, transferência, Distrito Federal (Brasil), Junta Comercial, Registro Público das Empresas Mercantis e Atividades Afins. _Critério, União, cessão, servidor público, empregado, Junta comercial, Distrito Federal (Brasil). _ Alteração, Lei de Registro Público de Empresas Mercantis, alteração, denominação, Departamento Nacional de Registro do Comércio (DNRC) (1961-2013), Departamento Nacional de Registro Empresarial e Integração (DREI), Sistema Nacional de Registro de Empresas Mercantis (Sinrem), critério, desfederalização, junta comercial, Distrito Federal (DF), criação, Central Nacional de Registros.","Administração Pública, Indústria, Comércio e Serviços","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2188301","PROJETO DE LEI DE CONVERSÃO Nº 5/2019","16799",2019-05-07,"20:55","PLV",5,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1735527"
"2188301","MPV 861/2018","05/12/2018","Dispõe sobre a transferência, da União para o Distrito Federal, da Junta Comercial do Distrito Federal e das atividades de registro público de empresas mercantis e atividades afins no Distrito Federal e altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades fins."," Poder Executivo, Poder Executivo","União, transferência, Distrito Federal (Brasil), Junta Comercial, Registro Público das Empresas Mercantis e Atividades Afins. _Critério, União, cessão, servidor público, empregado, Junta comercial, Distrito Federal (Brasil). _ Alteração, Lei de Registro Público de Empresas Mercantis, alteração, denominação, Departamento Nacional de Registro do Comércio (DNRC) (1961-2013), Departamento Nacional de Registro Empresarial e Integração (DREI), Sistema Nacional de Registro de Empresas Mercantis (Sinrem), critério, desfederalização, junta comercial, Distrito Federal (DF), criação, Central Nacional de Registros.","Administração Pública, Indústria, Comércio e Serviços","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2188301","DTQ 2: PT: PARÁGRAFO ÚNICO, DO ART. 1º DO PLV","16799",2019-05-07,"21:41","PLV",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1735527"
"2188301","MPV 861/2018","05/12/2018","Dispõe sobre a transferência, da União para o Distrito Federal, da Junta Comercial do Distrito Federal e das atividades de registro público de empresas mercantis e atividades afins no Distrito Federal e altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades fins."," Poder Executivo, Poder Executivo","União, transferência, Distrito Federal (Brasil), Junta Comercial, Registro Público das Empresas Mercantis e Atividades Afins. _Critério, União, cessão, servidor público, empregado, Junta comercial, Distrito Federal (Brasil). _ Alteração, Lei de Registro Público de Empresas Mercantis, alteração, denominação, Departamento Nacional de Registro do Comércio (DNRC) (1961-2013), Departamento Nacional de Registro Empresarial e Integração (DREI), Sistema Nacional de Registro de Empresas Mercantis (Sinrem), critério, desfederalização, junta comercial, Distrito Federal (DF), criação, Central Nacional de Registros.","Administração Pública, Indústria, Comércio e Serviços","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2188301","VOTAÇÃO DA ADMISSIBILIDADE EM GLOBO DOS DESTAQUES SIMPLES","16798",2019-05-07,"19:25","MPV",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1697860"
"2188301","MPV 861/2018","05/12/2018","Dispõe sobre a transferência, da União para o Distrito Federal, da Junta Comercial do Distrito Federal e das atividades de registro público de empresas mercantis e atividades afins no Distrito Federal e altera a Lei nº 8.934, de 18 de novembro de 1994, que dispõe sobre o Registro Público de Empresas Mercantis e Atividades fins."," Poder Executivo, Poder Executivo","União, transferência, Distrito Federal (Brasil), Junta Comercial, Registro Público das Empresas Mercantis e Atividades Afins. _Critério, União, cessão, servidor público, empregado, Junta comercial, Distrito Federal (Brasil). _ Alteração, Lei de Registro Público de Empresas Mercantis, alteração, denominação, Departamento Nacional de Registro do Comércio (DNRC) (1961-2013), Departamento Nacional de Registro Empresarial e Integração (DREI), Sistema Nacional de Registro de Empresas Mercantis (Sinrem), critério, desfederalização, junta comercial, Distrito Federal (DF), criação, Central Nacional de Registros.","Administração Pública, Indústria, Comércio e Serviços","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2188301","DTQ 1: PT: ART. 7º DO PLV","16799",2019-05-07,"22:29","PLV",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1735527"
"2193540","PL 1321/2019","12/03/2019","Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.","Elmar Nascimento - DEM/BA","Alteração, Lei Orgânica dos Partidos Políticos (1995), autonomia, partido político, definição, prazo, mandato, membro, órgão partidário.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2193540","DTQ. 3 - PT - EMENDA Nº 1 DO SENADO FEDERAL","16788",2019-04-24,"17:34","EMS",1,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1736231"
"2193540","PL 1321/2019","12/03/2019","Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.

NOVA EMENTA: Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos), a fim de assegurar autonomia aos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios; e dá outras providências.","Elmar Nascimento - DEM/BA","Alteração, Lei Orgânica dos Partidos Políticos (1995), autonomia, partido político, definição, prazo, mandato, membro, órgão partidário.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2193540","DTQ 5 - NOVO - EMENDA  Nº 4","16768",2019-04-02,"18:05","EMP",4,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1722153"
"946494","PEC 2/2015","10/02/2015","Altera o art. 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica. 

NOVA EMENTA: Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Hélio Leite - DEM/PA","Constituição Federal (1988), emenda coletiva. projeto de lei orçamentária, obrigatoriedade, execução, programação orçamentária, dotação orçamentária, porcentagem, receita corrente líquida, exercício financeiro anterior.","Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=946494","PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO","16761",2019-03-26,"21:20","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1299855"
"946494","PEC 2/2015","10/02/2015","Altera o art. 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica. 

NOVA EMENTA: Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Hélio Leite - DEM/PA","Constituição Federal (1988), emenda coletiva. projeto de lei orçamentária, obrigatoriedade, execução, programação orçamentária, dotação orçamentária, porcentagem, receita corrente líquida, exercício financeiro anterior.","Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=946494","DTQ. 1 - BLOCO PSL - §11 DO ART. 165, CONST. DO ART. 1º DO SUBSTITUTIVO","16761",2019-03-26,"21:04","SBT",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1414995"
"946494","PEC 2/2015","10/02/2015","Altera o art. 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica. 

NOVA EMENTA: Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Hélio Leite - DEM/PA","Constituição Federal (1988), emenda coletiva. projeto de lei orçamentária, obrigatoriedade, execução, programação orçamentária, dotação orçamentária, porcentagem, receita corrente líquida, exercício financeiro anterior.","Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=946494","SUBSTITUTIVO DA COMISSÃO ESPECIAL","16761",2019-03-26,"20:52","SBT-A",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1417974"
"946494","PEC 2/2015","10/02/2015","Altera o art. 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica. 

NOVA EMENTA: Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Hélio Leite - DEM/PA","Constituição Federal (1988), emenda coletiva. projeto de lei orçamentária, obrigatoriedade, execução, programação orçamentária, dotação orçamentária, porcentagem, receita corrente líquida, exercício financeiro anterior.","Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=946494","DTQ. 2 - BLOCO PSL - EXP. ""NOS TERMOS DE LEI COMPLEMENTAR"", ...","16761",2019-03-26,"21:09","PL",NA,"-"
"946494","PEC 2/2015","10/02/2015","Altera o art. 166 da Constituição Federal, para tornar obrigatória a execução da programação orçamentária que especifica. 

NOVA EMENTA: Altera os arts. 165 e 166 da Constituição Federal, parar tornar obrigatória a execução da programação orçamentária que especifica.","Hélio Leite - DEM/PA","Constituição Federal (1988), emenda coletiva. projeto de lei orçamentária, obrigatoriedade, execução, programação orçamentária, dotação orçamentária, porcentagem, receita corrente líquida, exercício financeiro anterior.","Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=946494","EMENDAS DE REDAÇÃO DE NºS 1 A 4","16761",2019-03-26,"21:17","ERD",1,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1724191"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","DTQ 15 - PSOL - EXP ""181"" CONST. DO INC. III, DO ART. 10 DO SUBSTITUTIVO","16761",2019-03-26,"20:23","SBT",181,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1679053"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","DTQ 33 - PPS - EXP ""ESTABELECIDOS NA LEGISLAÇÃO E REGULAMENTAÇÃO....""","16760",2019-03-26,"18:36","PL",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1374739"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","DTQ 35 - BLOCO PSL- EMENDA DE PLENÁRIO Nº 15","16760",2019-03-26,"18:00","EMP",15,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1720977"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","DTQ 23 - PT - EMENDA DE PLENÁRIO Nº 17","16755",2019-03-20,"20:30","EMP",17,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1720979"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","VOTAÇÃO DA ADMISSIBILIDADE, EM GLOBO, DOS DESTAQUES SIMPLES","16754",2019-03-20,"18:10","PL",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1374739"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","SUBEMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO","16754",2019-03-20,"18:52","SSP",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1721593"
"1672576","PL 2724/2015","20/08/2015","Modifica o artigo 181 da Lei nº 7.565, de 19 de dezembro de 1986.

NOVA EMENTA: Altera as Leis nºs 6.009, de 26 de dezembro de 1973; 7.565, de 19 de dezembro de 1986; 9.610, de 19 de fevereiro de 1998; 11.771, de 17 de setembro de 2008; 12.462, de 4 de agosto de 2011; 13.097, de 19 de janeiro de 2015, e 13.146, de 6 de julho de 2015, para promover a modernização do turismo no Brasil; e revoga dispositivos da Lei nº 12.974, de 15 de maio de 2014, e a Lei nº 6.513, de 20 de dezembro de 1977.","Carlos Eduardo Cadoca - PCdoB/PE","Alteração, Código Brasileiro de Aeronáutica, aumento, participação, capital estrangeiro, empresa aérea, aviação civil.","Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=1672576","DTQ 28 - BLOCO PDT - EMENDA DE PLENÁRIO Nº 3","16755",2019-03-20,"20:50","EMP",3,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1668054"
"28692","PL 4742/2001","23/05/2001","Introduz art. 146-A no Código Penal Brasileiro - Decreto-lei nº 2.848, de 07 de dezembro de 1940, dispondo sobre o crime de assédio moral no trabalho.

NOVA EMENTA: Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar o assédio moral.","Marcos de Jesus - PL/PE","Alteração, Código Penal, crime, assédio moral, trabalho, danos morais, empregador, chefe, abuso de poder, hostilização, pessoal subalterno, servidor, empregado, pena de detenção, multa, infrator.","Direito Penal e Processual Penal, Trabalho e Emprego","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=28692","DTQ. 7 - BL. PDT - §1º DO ART. 2º DA SUBEMENDA SUBSTITUTIVA","16747",2019-03-12,"19:11","SSP",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1717892"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 6 - PT - ART. 4º DA LEI 12.414/2011 CONST. DO ART. 2º DO SUBTITUTIVO","16735",2019-02-20,"17:02","PL",NA,"-"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 14 - PP - EMENDA DE PLENÁRIO Nº 10","16735",2019-02-20,"17:43","EMP",10,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650831"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 7 - PDT - EMENDA DE PLENÁRIO Nº 6","16735",2019-02-20,"18:11","EMP",6,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650826"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 12 - PT - INC. V, CONST. DO ART. 5º DA LEI Nº 12.414/2011","16735",2019-02-20,"18:44","PL",12,"-"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 11 - PCdoB - ART. 16 DA LEI Nº 12.414/2011","16735",2019-02-20,"19:38","PL",12,"-"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 5 - PT - EMENDA DE PLENÁRIO Nº 2","16736",2019-02-20,"20:29","EMP",2,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1650822"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 1 - PSB - INC. III, DO ART. 3º","16736",2019-02-20,"20:49","PLP",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1619290"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 15 - PSB - §7º DO ART. 12 DA LEI Nº 12.414/2011, CONT. NO ART. 2º DO PLP","16735",2019-02-20,"19:06","PL",NA,"-"
"2160860","PLP 441/2017","08/11/2017","Altera a Lei Complementar nº 105, de 10 de janeiro de 2001, e a Lei nº 12.414, de 9 de junho de 2011, para dispor sobre os cadastros positivos de crédito e regular a responsabilidade civil dos operadores."," Senado Federal - Dalirio Beber - PSDB/SC, Senado Federal - Dalirio Beber - PSDB/SC","Alteração, Lei do Sigilo Bancário, ausência, quebra de sigilo bancário,  fornecimento, informação financeira, pagamento, operação de crédito, formação, banco de dados, cadastro positivo de crédito. 
_Alteração, Lei do Cadastro Positivo, disciplinamento, banco de dados, Cadastro Positivo de Crédito, pessoa jurídica, pessoa física,  informação financeira, adimplemento, atribuição, gestor, regulação, responsabilidade civil.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2160860","DTQ. 10 - PSOL - ART. 1º DO SUBSTITUTIVO","16734",2019-02-19,"19:19","SBT",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1658207"
