id_parlamentar,casa,data_inicio,data_fim,situacao,cod_causa_fim_exercicio,desc_causa_fim_exercicio,id_legislatura
67138,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
67138,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
67138,camara,2019-02-01,NA,Titular,NA,NA,56
81232,camara,2011-02-01,2013-05-07,Titular,12,Secretário de Estado,54
81232,camara,2015-02-01,2018-10-02,Titular,20,Licença Conjunta Consecutiva,55
178855,camara,2015-02-01,2016-04-18,Titular,13,Secretário de Prefeitura de Capital,55
73531,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
73531,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73531,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
73531,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
73531,camara,2019-02-01,NA,Titular,NA,NA,56
4931,camara,2007-03-01,2007-03-15,Suplente,12,Secretário de Estado,53
4931,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
4931,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
196378,camara,2017-01-05,2017-10-19,Suplente,53,Afastamento,55
74665,camara,2003-02-01,2003-02-20,Titular,7,Licença para Tratamento de Saúde,52
74665,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74665,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74665,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74847,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74847,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74847,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74847,camara,2015-02-01,2019-01-01,Titular,16,Renúncia,55
74848,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74848,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74848,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74848,camara,2019-02-01,NA,Titular,NA,NA,56
73926,camara,2003-02-01,2005-11-01,Titular,7,Licença para Tratamento de Saúde,52
73926,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73926,camara,2011-07-13,2015-01-31,Titular,99,Término da Legislatura,54
73926,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
131943,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160672,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160672,camara,2015-02-01,NA,Titular,NA,NA,55
160672,camara,NA,NA,NA,NA,NA,56
74273,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74273,camara,2008-05-07,2011-01-31,Efetivado,99,Término da Legislatura,53
74273,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74273,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74273,camara,2019-02-01,2019-12-16,Titular,20,Licença Conjunta Consecutiva,56
160570,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160570,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160570,camara,2019-02-01,NA,Titular,NA,NA,56
178839,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178839,camara,2019-02-01,NA,Titular,NA,NA,56
178842,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178842,camara,2019-02-01,2021-01-01,Titular,16,Renúncia,56
160531,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160531,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160531,camara,2019-02-01,NA,Titular,NA,NA,56
141458,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141458,camara,2011-02-01,2013-02-02,Titular,20,Licença Conjunta Consecutiva,54
141458,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
141458,camara,2019-02-01,NA,Titular,NA,NA,56
178970,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178970,camara,2019-02-01,NA,Titular,NA,NA,56
178965,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178917,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
112437,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
112437,camara,2019-02-01,NA,Titular,NA,NA,56
160571,camara,2011-02-01,2011-03-01,Titular,12,Secretário de Estado,54
160571,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
194262,camara,2016-05-17,2016-09-21,Suplente,53,Afastamento,55
178971,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74388,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74388,camara,2009-01-06,2011-01-31,Efetivado,99,Término da Legislatura,53
74388,camara,2011-02-01,2014-03-21,Titular,20,Licença Conjunta Consecutiva,54
74388,camara,2015-02-01,2015-07-03,Titular,20,Licença Conjunta Consecutiva,55
141464,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141464,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141464,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
141464,camara,2019-02-01,NA,Titular,NA,NA,56
74553,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74553,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74553,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74140,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74140,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74140,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74140,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
131966,camara,2015-02-12,2015-02-23,Suplente,53,Afastamento,55
141470,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141470,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141470,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
141470,camara,2019-02-01,NA,Titular,NA,NA,56
74275,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74275,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74275,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74275,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160619,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160619,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160619,camara,2019-02-01,NA,Titular,NA,NA,56
74395,camara,2003-02-01,2003-02-03,Titular,12,Secretário de Estado,52
74395,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74395,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74395,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74079,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74079,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74079,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74079,camara,2019-02-01,NA,Titular,NA,NA,56
73714,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74554,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74554,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74554,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74554,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74554,camara,2019-02-01,NA,Titular,NA,NA,56
160607,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160607,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
114941,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74141,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74141,camara,2011-02-01,2015-01-01,Titular,12,Secretário de Estado,54
74141,camara,2015-02-01,2015-02-03,Titular,12,Secretário de Estado,55
74141,camara,2019-02-01,2019-03-13,Titular,12,Secretário de Estado,56
74351,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74351,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74351,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
73666,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
73666,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73666,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
73666,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178851,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
67312,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
141474,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141474,camara,2015-02-01,2015-02-26,Titular,12,Secretário de Estado,55
74317,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74317,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74317,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74317,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74317,camara,2019-02-01,NA,Titular,NA,NA,56
73586,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
73586,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73586,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
73586,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
73586,camara,2019-02-01,NA,Titular,NA,NA,56
74253,camara,2003-02-01,2007-01-01,Titular,12,Secretário de Estado,52
74253,camara,2011-02-01,2011-03-01,Titular,12,Secretário de Estado,54
74253,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160648,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
201357,camara,2019-01-02,2019-01-31,Suplente,99,Término da Legislatura,55
178885,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160544,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160544,camara,2018-02-21,2019-01-31,Efetivado,99,Término da Legislatura,55
178886,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178886,camara,2019-02-01,NA,Titular,NA,NA,56
74570,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74570,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74570,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74570,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178918,camara,2015-02-01,2017-07-13,Titular,12,Secretário de Estado,55
160659,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160659,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
151208,camara,2008-08-12,2008-11-08,Suplente,53,Afastamento,53
151208,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
151208,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
151208,camara,2019-02-01,NA,Titular,NA,NA,56
141478,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141478,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178894,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74856,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74856,camara,2015-10-27,2016-04-14,Efetivado,53,Afastamento,55
141480,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141480,camara,2011-02-01,2013-02-02,Titular,20,Licença Conjunta Consecutiva,54
141480,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178832,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178832,camara,2019-02-01,NA,Titular,NA,NA,56
141562,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141562,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141562,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178825,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178825,camara,2020-11-06,NA,Titular,NA,NA,56
74156,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74156,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74156,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74156,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74156,camara,2019-02-01,NA,Titular,NA,NA,56
74254,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74254,camara,2007-02-01,2009-01-06,Titular,12,Secretário de Estado,53
74254,camara,2011-02-01,2011-02-18,Titular,12,Secretário de Estado,54
74254,camara,2015-02-01,2016-05-12,Titular,11,Ministro de Estado,55
141482,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141482,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141482,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74299,camara,2003-02-01,2004-12-31,Titular,16,Renúncia,52
74299,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74299,camara,2019-02-01,NA,Titular,NA,NA,56
160663,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160663,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74585,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74585,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74585,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74585,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74585,camara,2019-02-01,NA,Titular,NA,NA,56
141483,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141483,camara,2011-02-01,2011-11-16,Suplente,36,Afastamento por Decisão,54
141483,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74277,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74277,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74277,camara,2015-02-03,2015-07-07,Efetivado,53,Afastamento,55
196358,camara,2017-01-02,2017-03-07,Suplente,53,Afastamento,55
196358,camara,2019-02-01,NA,Titular,NA,NA,56
81366,camara,2016-12-19,2019-01-31,Efetivado,99,Término da Legislatura,55
178879,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178879,camara,2019-02-01,NA,Titular,NA,NA,56
160628,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160628,camara,2015-02-01,2019-01-01,Titular,16,Renúncia,55
74478,camara,2017-07-17,2017-10-17,Suplente,53,Afastamento,55
74478,camara,2019-02-01,NA,Titular,NA,NA,56
178931,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178931,camara,2019-02-01,NA,Titular,NA,NA,56
178954,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178954,camara,2019-02-01,NA,Titular,NA,NA,56
141484,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141484,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141484,camara,2015-02-01,2018-12-31,Titular,16,Renúncia,55
94931,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
94931,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
73483,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
73483,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73483,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
73483,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160510,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160510,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160510,camara,2019-02-01,NA,Titular,NA,NA,56
160547,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141485,camara,2007-02-01,2011-01-01,Titular,12,Secretário de Estado,53
141485,camara,2011-02-01,2011-02-07,Titular,12,Secretário de Estado,54
141485,camara,2015-02-01,2017-01-01,Titular,16,Renúncia,55
73778,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
73778,camara,2007-02-01,2011-01-01,Titular,12,Secretário de Estado,53
73778,camara,2011-02-01,2011-02-04,Titular,12,Secretário de Estado,54
73778,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178802,camara,2015-02-01,2017-01-01,Titular,13,Secretário de Prefeitura de Capital,55
178955,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74041,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74041,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74041,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74041,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
141487,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141487,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141487,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178982,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178982,camara,2019-12-17,2020-05-18,Efetivado,15,Falecimento,56
162332,camara,2011-02-08,2014-12-15,Efetivado,53,Afastamento,54
162332,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
162332,camara,2019-02-01,NA,Titular,NA,NA,56
74688,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74688,camara,2007-02-01,2011-01-01,Titular,11,Ministro de Estado,53
74688,camara,2011-02-01,2011-02-02,Titular,11,Ministro de Estado,54
74688,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74784,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74784,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74784,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74784,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74784,camara,2019-02-01,NA,Titular,NA,NA,56
178866,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178866,camara,2019-02-01,2020-12-21,Titular,20,Licença Conjunta Consecutiva,56
198198,camara,2017-04-26,2017-08-19,Suplente,53,Afastamento,55
178867,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
166402,camara,2011-07-13,2011-11-21,Suplente,53,Afastamento,54
166402,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
166402,camara,2019-02-01,NA,Titular,NA,NA,56
151965,camara,2008-11-10,2011-01-31,Efetivado,99,Término da Legislatura,53
151965,camara,2015-05-12,2015-07-06,Suplente,53,Afastamento,55
178826,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160633,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160633,camara,2015-02-01,2019-01-01,Titular,11,Ministro de Estado,55
141490,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141490,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141490,camara,2015-02-01,2017-01-01,Titular,16,Renúncia,55
160565,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160565,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74124,camara,2009-07-15,2011-01-31,Efetivado,99,Término da Legislatura,53
74124,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160660,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160660,camara,2015-02-03,2015-02-24,Efetivado,53,Afastamento,55
179000,camara,2015-02-01,2019-01-01,Titular,11,Ministro de Estado,55
179000,camara,2019-02-06,2019-02-07,Titular,11,Ministro de Estado,56
146788,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
146788,camara,2019-02-01,NA,Titular,NA,NA,56
178932,camara,2015-02-01,2017-01-01,Titular,16,Renúncia,55
74460,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74460,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74460,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74460,camara,2015-02-01,2015-10-05,Titular,11,Ministro de Estado,55
195826,camara,2017-01-02,2019-01-31,Efetivado,99,Término da Legislatura,55
76287,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
76287,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74278,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74278,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74278,camara,2018-05-03,2018-09-14,Suplente,53,Afastamento,55
118594,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178983,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178983,camara,2019-02-01,NA,Titular,NA,NA,56
179001,camara,2015-02-01,2015-02-12,Titular,12,Secretário de Estado,55
179001,camara,2019-02-01,NA,Titular,NA,NA,56
150418,camara,2008-06-11,2008-10-10,Efetivado,53,Afastamento,53
150418,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
150418,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
150418,camara,2019-02-01,NA,Titular,NA,NA,56
178899,camara,2015-02-01,2017-11-13,Titular,16,Renúncia,55
178942,camara,2015-02-01,2015-02-12,Titular,12,Secretário de Estado,55
133373,camara,2005-01-03,2007-01-31,Efetivado,99,Término da Legislatura,52
133373,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
133373,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
133373,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160536,camara,2011-02-01,2011-03-02,Titular,12,Secretário de Estado,54
160536,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160535,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
160535,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
160535,camara,2019-02-01,NA,Titular,NA,NA,56
74470,camara,2003-02-26,2007-01-31,Efetivado,99,Término da Legislatura,52
74470,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74470,camara,2015-12-01,2016-03-31,Efetivado,53,Afastamento,55
178880,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74634,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74634,camara,2011-02-01,2012-07-11,Titular,20,Licença Conjunta Consecutiva,54
74634,camara,2017-06-27,2017-08-02,Suplente,53,Afastamento,55
141500,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
141500,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141500,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178852,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
167722,camara,2011-11-17,2015-01-31,Titular,99,Término da Legislatura,54
167722,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178850,camara,2015-02-01,2016-12-22,Titular,16,Renúncia,55
178943,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178943,camara,2021-01-02,2021-01-27,Suplente,53,Afastamento,56
159238,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
159238,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74235,camara,2003-02-01,2006-03-10,Titular,7,Licença para Tratamento de Saúde,52
74235,camara,2015-01-06,2015-01-31,Suplente,99,Término da Legislatura,54
74235,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
205297,camara,2019-01-02,2019-01-31,Efetivado,99,Término da Legislatura,55
171619,camara,2013-01-03,2015-01-31,Efetivado,99,Término da Legislatura,54
171619,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
171619,camara,2019-02-01,2021-01-01,Titular,16,Renúncia,56
74398,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74398,camara,2007-02-01,2011-01-01,Titular,11,Ministro de Estado,53
74398,camara,2011-02-01,2011-02-02,Titular,11,Ministro de Estado,54
74398,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74398,camara,2019-02-01,NA,Titular,NA,NA,56
64960,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
64960,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
64960,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178956,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178956,camara,2019-02-01,NA,Titular,NA,NA,56
178919,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74177,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74177,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74177,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74177,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
74158,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74158,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74158,camara,2013-02-07,2013-10-15,Suplente,53,Afastamento,54
74158,camara,2015-02-01,2017-04-11,Titular,20,Licença Conjunta Consecutiva,55
74158,camara,2019-02-01,NA,Titular,NA,NA,56
178858,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
178858,camara,2019-02-01,NA,Titular,NA,NA,56
181315,camara,2015-02-10,2016-04-14,Efetivado,53,Afastamento,55
178843,camara,2015-02-01,2016-10-05,Titular,11,Ministro de Estado,55
178843,camara,2019-02-01,NA,Titular,NA,NA,56
74050,camara,2003-02-01,2003-12-01,Titular,12,Secretário de Estado,52
74050,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74050,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74050,camara,2015-02-01,2016-05-12,Titular,11,Ministro de Estado,55
73588,camara,2003-05-08,2007-01-31,Efetivado,99,Término da Legislatura,52
73588,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
73588,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
73588,camara,2016-05-03,2016-09-15,Suplente,53,Afastamento,55
74749,camara,2003-02-01,2007-01-31,Titular,99,Término da Legislatura,52
74749,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
74749,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74749,camara,2015-02-01,2016-03-17,Titular,11,Ministro de Estado,55
74749,camara,2019-02-01,NA,Titular,NA,NA,56
141507,camara,2007-02-01,2007-03-12,Titular,12,Secretário de Estado,53
141507,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
141507,camara,2015-02-01,2019-01-31,Titular,99,Término da Legislatura,55
124411,camara,2015-02-12,2015-02-23,Suplente,53,Afastamento,55
178827,camara,2015-01-01,2015-01-31,Efetivado,99,Término da Legislatura,54
178827,camara,2015-02-01,2017-01-01,Titular,16,Renúncia,55
74428,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
74428,camara,2015-02-01,2016-05-12,Titular,11,Ministro de Estado,55
74056,camara,2003-02-01,2004-07-07,Titular,12,Secretário de Estado,52
74056,camara,2007-02-01,2008-08-06,Titular,20,Licença Conjunta Consecutiva,53
74056,camara,2011-02-01,2015-01-31,Titular,99,Término da Legislatura,54
188097,camara,2015-03-25,2015-05-12,Suplente,12,Secretário de Estado,55
188097,camara,2019-03-28,2019-06-11,Efetivado,12,Secretário de Estado,56
141509,camara,2007-02-01,2011-01-31,Titular,99,Término da Legislatura,53
