id,casa,cpf,nome_civil,nome_eleitoral,genero,uf,sg_partido,situacao,condicao_eleitoral,ultima_legislatura,em_exercicio
5639,senado,NA,Guaracy Batista da Silveira,Guaracy Silveira,M,TO,PSL,NA,2º Suplente,56,0
5999,senado,NA,Helenilson Cunha Pontes,Helenilson Pontes,M,PA,NA,NA,1º Suplente,56,0
5907,senado,NA,Henrique Arruda Guimarães,Henrique Arruda,M,AL,NA,NA,2º Suplente,56,0
5008,senado,NA,Humberto Sérgio Costa Lima,Humberto Costa,M,PE,PT,NA,Titular,56,1
5385,senado,NA,Irajá Silvestre Filho,Irajá,M,TO,PSD,NA,Titular,56,1
6015,senado,NA,Ireneu Orth,Ireneu Orth,M,RS,NA,NA,1º Suplente,56,0
6007,senado,NA,Ivani Perrone Boscolo,Ivani Boscolo,F,SP,NA,NA,2º Suplente,56,0
6010,senado,NA,Ivete Marli Appel da Silveira,Ivete da Silveira,F,SC,NA,NA,1º Suplente,56,0
5978,senado,NA,Maria Ivonete Gomes do Nascimento,Ivonete Nascimento,F,DF,NA,NA,2º Suplente,56,0
4770,senado,NA,Izalci Lucas Ferreira,Izalci Lucas,M,DF,PSDB,NA,Titular,56,1
5931,senado,NA,Jacira Maria Alves de Souza,Jacira Souza,F,AM,NA,NA,2º Suplente,56,0
35,senado,NA,Jader Fontenelle Barbalho,Jader Barbalho,M,PA,MDB,NA,Titular,56,1
5912,senado,NA,Jader Paiva de Melo,Jader Melo,M,GO,NA,NA,2º Suplente,56,0
581,senado,NA,Jaques Wagner,Jaques Wagner,M,BA,PT,NA,Titular,56,1
4545,senado,NA,Jarbas de Andrade Vasconcelos,Jarbas Vasconcelos,M,PE,MDB,NA,Titular,56,1
4531,senado,NA,Jayme Veríssimo de Campos,Jayme Campos,M,MT,DEM,NA,Titular,56,1
5627,senado,NA,Jean Paul Terra Prates,Jean Paul Prates,M,RN,PT,NA,1º Suplente,56,1
5609,senado,NA,Joel Malucelli,Joel Malucelli,M,PR,PSD,NA,1º Suplente,56,0
5895,senado,NA,Jorge Kajuru Reis da Costa Nasser,Jorge Kajuru,M,GO,PSB,NA,Titular,56,1
5993,senado,NA,Jorge Mitidieri,Jorge Mitidieri,M,SE,NA,NA,1º Suplente,56,0
4885,senado,NA,Jorge Yoshiaki Yanai,Jorge Yanai,M,MT,DEM,NA,1º Suplente,56,0
5350,senado,NA,Jorginho dos Santos Mello,Jorginho Mello,M,SC,PL,NA,Titular,56,1
5569,senado,NA,Jose Samuel Alcolumbre Tobelem,Josiel,M,AP,DEM,NA,1º Suplente,56,0
5849,senado,NA,Jose Amauri P. de Araújo,José Amauri,M,PI,PODEMOS,NA,1º Suplente,56,0
878,senado,NA,José Aníbal Peres de Pontes,José Aníbal,M,SP,PSDB,NA,1º Suplente,56,0
5579,senado,NA,José Carlos de Moraes Vasconcellos Filho,José Carlos Vasconcellos,M,DF,PDT,NA,1º Suplente,56,0
5983,senado,NA,José Chagas dos Santos,José Chagas,M,MS,NA,NA,1º Suplente,56,0
5910,senado,NA,José Hamilton Furtado Castelo Branco,José Hamilton,M,PI,NA,NA,1º Suplente,56,0
3361,senado,NA,José Targino Maranhão,José Maranhão,M,PB,MDB,NA,Titular,56,1
90,senado,NA,José Serra,José Serra,M,SP,PSDB,NA,Titular,56,1
5613,senado,NA,João Batista da Rocha Lemos,João Batista Lemos,M,RJ,PCB,NA,1º Suplente,56,0
5972,senado,NA,Julio Ventura Neto,Julio Ventura,M,CE,NA,NA,2º Suplente,56,0
5929,senado,NA,Selma Rosane Santos Arruda,Juíza Selma,F,MT,PSL,NA,Titular,56,1
5965,senado,NA,Manoel Junior Souto de Souza,Júnior Souto,M,RN,NA,NA,1º Suplente,56,0
1249,senado,NA,Kátia Regina de Abreu,Kátia Abreu,F,TO,PDT,NA,Titular,56,1
415,senado,NA,Lael Vieira Varella,Lael Varella,M,MG,DEM,NA,2º Suplente,56,0
5533,senado,NA,Lasier Costa Martins,Lasier Martins,M,RS,PODEMOS,NA,Titular,56,1
5977,senado,NA,Leany Barreiro de Sousa Lemos,Leany Lemos,F,DF,NA,NA,1º Suplente,56,0
5979,senado,NA,Leila Gomes de Barros Rêgo,Leila Barros,F,DF,PSB,NA,Titular,56,1
5903,senado,NA,Leonardo Rodrigues,Leonardo Rodrigues,M,RJ,NA,NA,2º Suplente,56,0
5926,senado,NA,Luiz Cantuária Barreto,Lucas Barreto,M,AP,PSD,NA,Titular,56,1
6014,senado,NA,Luciana Leão Muniz,Luciana Leão Muniz,F,BA,NA,NA,2º Suplente,56,0
1186,senado,NA,Luis Carlos Heinze,Luis Carlos Heinze,M,RS,PP,NA,Titular,56,1
5968,senado,NA,Luis Felipe Belmonte dos Santos,Luis Felipe Belmonte,M,DF,NA,NA,1º Suplente,56,0
5567,senado,NA,Luis Augusto Mitoso Junior,Luis Mitoso,M,AM,PSD,NA,2º Suplente,56,0
151,senado,NA,Luiz Osvaldo Pastore,Luiz Pastore,M,ES,MDB,NA,1º Suplente,56,0
5585,senado,NA,Luiz Carlos do Carmo,Luiz do Carmo,M,GO,MDB,NA,1º Suplente,56,1
5904,senado,NA,José Eugênio de Leão Braga,Macapá,M,AC,NA,NA,2º Suplente,56,0
5557,senado,NA,Mailza Assis da Silva,Mailza Gomes,F,AC,PP,NA,1º Suplente,56,1
5981,senado,NA,Ildomario Santos Gomes,Major Ildomario,M,SE,NA,NA,2º Suplente,56,0
5666,senado,NA,Sergio Olimpio Gomes,Major Olimpio,M,SP,PSL,NA,Titular,56,1
5591,senado,NA,Manoel Francisco de Vasconcelos Motta,Manoel Motta,M,MT,PCB,NA,2º Suplente,56,0
5376,senado,NA,Mara Cristina Gabrilli,Mara Gabrilli,F,SP,PSDB,NA,Titular,56,1
742,senado,NA,Marcelo Costa e Castro,Marcelo Castro,M,PI,MDB,NA,Titular,56,1
5915,senado,NA,Maria Márcia Rodrigues de Almeida,Marcia do Angico,F,PE,NA,NA,2º Suplente,56,0
285,senado,NA,Márcio Miguel Bittar,Marcio Bittar,M,AC,MDB,NA,Titular,56,1
5422,senado,NA,Marcos Rogério da Silva Brito,Marcos Rogério,M,RO,DEM,NA,Titular,56,1
6287,senado,NA,Marcos de Souza Costa,Marcos de Souza Costa,M,TO,NA,NA,1º Suplente,56,0
5942,senado,NA,Marcos Ribeiro do Val,Marcos do Val,M,ES,CIDADANIA,NA,Titular,56,1
5909,senado,NA,Maria Alice Melo de Araújo,Maria Alice,F,AC,NA,NA,2º Suplente,56,0
6019,senado,NA,Maria Eliza de Aguiar e Silva,Maria Eliza,F,RO,NA,NA,1º Suplente,56,0
5994,senado,NA,Maria da Conceição dos Anjos,Maria da Taiçoca,F,SE,NA,NA,2º Suplente,56,0
5908,senado,NA,Maria das Vitórias Soares de Medeiros,Maria das Vitórias,F,AC,NA,NA,1º Suplente,56,0
1023,senado,NA,Maria do Carmo do Nascimento Alves,Maria do Carmo Alves,F,SE,DEM,NA,Titular,56,1
6002,senado,NA,Marcos Antônio Marinho da Cunha,Marinho Cunha,M,PA,NA,NA,2º Suplente,56,0
5575,senado,NA,Marizete Lisboa Fernandes Pereira,Marizete,F,BA,PT,NA,2º Suplente,56,0
5571,senado,NA,Marco Jeovano Soares Ribas,Marquinho,M,AP,DEM,NA,2º Suplente,56,0
6027,senado,NA,Antônio Mecias Pereira de Jesus,Mecias de Jesus,M,RR,PRB,NA,Titular,56,1
5935,senado,NA,Miguel Capobiango Neto,Miguel Biango,M,AM,NA,NA,2º Suplente,56,0
5897,senado,NA,Milton Jose das Mercêz,Milton Mercêz,M,GO,NA,NA,2º Suplente,56,0
5595,senado,NA,Moacir Kohl,Moacir Kohl,M,MS,PSB,NA,2º Suplente,56,0
5997,senado,NA,Nailde Fernandes Panta da Silva,Nailde Panta,F,PB,NA,NA,1º Suplente,56,0
5985,senado,NA,Nelson Trad Filho,Nelsinho Trad,M,MS,PSD,NA,Titular,56,1
63,senado,NA,Ney Robinson Suassuna,Ney Suassuna,M,PB,MDB,NA,1º Suplente,56,0
5281,senado,NA,Ozanilda Gondim Vital do Rego,Nilda Gondim,F,PB,MDB,NA,1º Suplente,56,0
6006,senado,NA,Ogari de Castro Pacheco,Ogari Pacheco,M,TO,NA,NA,2º Suplente,56,0
5525,senado,NA,Omar José Abdel Aziz,Omar Aziz,M,AM,PSD,NA,Titular,56,1
6024,senado,NA,Onésimo de Souza Cruz Netto,Onésimo Cruz,M,RR,NA,NA,2º Suplente,56,0
5924,senado,NA,Oriovisto Guimaraes,Oriovisto Guimarães,M,PR,PODEMOS,NA,Titular,56,1
5523,senado,NA,Otto Roberto Mendonça de Alencar,Otto Alencar,M,BA,PSD,NA,Titular,56,1
5925,senado,NA,Orlando Moura Gaia,Pastor Gaia,M,AP,NA,NA,2º Suplente,56,0
5599,senado,NA,Ibanes Taveira da Silva,Pastor Ibanes Taveira,M,PA,PDT,NA,2º Suplente,56,0
5966,senado,NA,Manoel Roberto Silva do Rego,Pastor Manoel Roberto,M,RN,NA,NA,2º Suplente,56,0
6022,senado,NA,Severino dos Ramos Marcelino da Silva,Pastor Severino,M,RO,NA,NA,2º Suplente,56,0
5617,senado,NA,Sebastião Valadares Neto,Pastor Valadares,M,RO,PDT,NA,2º Suplente,56,0
5928,senado,NA,Ana Patricia de Carvalho Ribeiro Costa,Patricia Costa,F,AP,NA,NA,2º Suplente,56,0
5927,senado,NA,Paulo José de Brito Silva Albuquerque,Paulo Albuquerque,M,AP,NA,NA,1º Suplente,56,0
336,senado,NA,Paulo Gilberto Gouvêa da Costa,Paulo Gouvêa,M,SC,DEM,NA,1º Suplente,56,0
5901,senado,NA,Paulo Roberto Franco Marinho,Paulo Marinho,M,RJ,NA,NA,1º Suplente,56,0
5589,senado,NA,Paulo Henrique Campos Matos,Paulo Matos,M,MA,CIDADANIA,NA,2º Suplente,56,0
825,senado,NA,Paulo Renato Paim,Paulo Paim,M,RS,PT,NA,Titular,56,1
374,senado,NA,Paulo Roberto Galvão da Rocha,Paulo Rocha,M,PA,PT,NA,Titular,56,1
5921,senado,NA,Paulo Salamuni,Paulo Salamuni,M,PR,NA,NA,1º Suplente,56,0
6023,senado,NA,Pedro Arthur Ferreira Rodrigues,Pedro Arthur,M,RR,NA,NA,1º Suplente,56,0
453,senado,NA,Pedro Pinheiro Chaves,Pedro Chaves,M,GO,MDB,NA,1º Suplente,56,0
674,senado,NA,Pedro Fernandes Ribeiro,Pedro Fernandes,M,MA,PTB,NA,1º Suplente,56,0
4606,senado,NA,José Eleonildo Soares,Pinto Itamaraty,M,MA,PSDB,NA,1º Suplente,56,0
5922,senado,NA,Plinio Destro,Plinio Destro,M,PR,NA,NA,2º Suplente,56,0
5502,senado,NA,Francisco Plínio Valério Tomaz,Plínio Valério,M,AM,PSDB,NA,Titular,56,1
5936,senado,NA,Carlos Francisco Portinho,Portinho,M,RJ,NA,NA,1º Suplente,56,0
5971,senado,NA,Prisco Rodrigues Bezerra,Prisco Bezerra,M,CE,NA,NA,1º Suplente,56,0
5984,senado,NA,Terezinha Bazé de Lima,Professora Bazé,F,MS,NA,NA,2º Suplente,56,0
5913,senado,NA,Cicero Rafael Tenorio da Silva,Rafael Tenorio,M,AL,NA,NA,1º Suplente,56,0
5012,senado,NA,Randolph Frederich Rodrigues Alves,Randolfe Rodrigues,M,AP,REDE,NA,Titular,56,1
6018,senado,NA,Reginete Souza Bispo,Reginete Bispo,F,RS,NA,NA,2º Suplente,56,0
5236,senado,NA,José Antônio Machado Reguffe,Reguffe,M,DF,S/Partido,NA,Titular,56,1
70,senado,NA,José Renan Vasconcelos Calheiros,Renan Calheiros,M,AL,MDB,NA,Titular,56,1
5934,senado,NA,Renata Cordeiro Guerra,Renata Guerra,F,RJ,NA,NA,2º Suplente,56,0
5561,senado,NA,Renilde Silva Bulhões Barros,Renilde Bulhões,F,AL,PROS,NA,1º Suplente,56,1
5257,senado,NA,Renzo do Amaral Braz,Renzo Braz,M,MG,PP,NA,1º Suplente,56,0
5635,senado,NA,Ricardo Barreto Franco,Ricardo Franco,M,SE,DEM,NA,1º Suplente,56,0
5892,senado,NA,Raimundo Roberth Bringel Martins,Roberth Bringel,M,MA,DEM,NA,2º Suplente,56,0
677,senado,NA,Roberto Coelho Rocha,Roberto Rocha,M,MA,PSDB,NA,Titular,56,1
5986,senado,NA,Rodolfo Oliveira Nogueira,Rodolfo Nogueira,M,MS,NA,NA,1º Suplente,56,0
5905,senado,NA,Rodrigo Santos Cunha,Rodrigo Cunha,M,AL,PSDB,NA,Titular,56,1
5732,senado,NA,Rodrigo Otavio Soares Pacheco,Rodrigo Pacheco,M,MG,DEM,NA,Titular,56,1
5352,senado,NA,Rogério Carvalho Santos,Rogério Carvalho,M,SE,PT,NA,Titular,56,1
5322,senado,NA,Romario de Souza Faria,Romário,M,RJ,PODEMOS,NA,Titular,56,1
456,senado,NA,Ronaldo Ramos Caiado,Ronaldo Caiado,M,GO,DEM,NA,Titular,56,0
5945,senado,NA,Ronaldo Libardi,Ronaldo Libardi,M,ES,NA,NA,2º Suplente,56,0
5601,senado,NA,Roosevelt Vita,Roosevelt Vita,M,PB,MDB,NA,2º Suplente,56,0
5944,senado,NA,Rosana Marcia Foerste da Silva,Rosana Foerst,F,ES,NA,NA,1º Suplente,56,0
2331,senado,NA,Rosilda de Freitas,Rose de Freitas,F,ES,PODEMOS,NA,Titular,56,1
5911,senado,NA,Maria do Rosário de Fátima Biserra Rodrigues,Rosário Bezerra,F,PI,NA,NA,2º Suplente,56,0
5621,senado,NA,Rudson Leite da Silva,Rudson Leite,M,RR,PV,NA,2º Suplente,56,0
6021,senado,NA,Samuel Pereira de Araujo,Samuel Araujo,M,RO,NA,NA,1º Suplente,56,0
5038,senado,NA,Sandra Backsmann Braga,Sandra Braga,F,AM,MDB,NA,1º Suplente,56,0
5974,senado,NA,Reginauro Sousa Nascimento,Sargento Reginaldo,M,CE,NA,NA,1º Suplente,56,0
5583,senado,NA,Schariff Moyses,Schariff Moyses,M,ES,PSDB,NA,2º Suplente,56,0
5611,senado,NA,Severino Nunes de Araujo,Severino Araujo,M,PR,PSB,NA,2º Suplente,56,0
5563,senado,NA,Severino Barboza Leão,Severino Leão,M,AL,PTB,NA,2º Suplente,56,0
5916,senado,NA,Silvania Batinga de Oliveira Barbosa,Silvania Barbosa,F,AL,NA,NA,2º Suplente,56,0
5056,senado,NA,Silvia Nascimento Cardoso dos Santos Cerqueira,Silvia Nascimento Cardoso dos Santos Cerqueira,M,BA,PRB,NA,2º Suplente,56,0
5527,senado,NA,Simone Nassar Tebet,Simone Tebet,F,MS,MDB,NA,Titular,56,1
6005,senado,NA,Jose Wilson Siqueira Campos,Siqueira Campos,M,TO,DEM,NA,1º Suplente,56,1
5988,senado,NA,Soraya Vieira Thronicke,Soraya Thronicke,F,MS,PSL,NA,Titular,56,1
5959,senado,NA,Eann Styvenson Valentim Mendes,Styvenson Valentim,M,RN,PODEMOS,NA,Titular,56,1
5893,senado,NA,Suely Torres e Silva,Suely Pereira,M,MA,NA,NA,1º Suplente,56,0
5995,senado,NA,Maria Suely Alves de Oliveira Santiago,Suely Santiago,F,PB,NA,NA,2º Suplente,56,0
4560,senado,NA,Sérgio de Oliveira Cunha,Sérgio Petecão,M,AC,PSD,NA,Titular,56,1
3396,senado,NA,Tasso Ribeiro Jereissati,Tasso Jereissati,M,CE,PSDB,NA,Titular,56,1
5535,senado,NA,Telmário Mota de Oliveira,Telmário Mota,M,RR,PROS,NA,Titular,56,1
6004,senado,NA,Terciliano Gomes Araujo,Terciliano Gomes,M,TO,NA,NA,2º Suplente,56,0
5629,senado,NA,Theodorico Bezerra Netto,Theodorico Netto,M,RN,PT,NA,2º Suplente,56,0
5619,senado,NA,Thieres Pinto de Mesquita Filho,Thieres Pinto,M,RR,PTB,NA,1º Suplente,56,0
375,senado,NA,Valdir Ganzer,Valdir Ganzer,M,PA,PT,NA,1º Suplente,56,0
5899,senado,NA,Vanderlan Vieira Cardoso,Vanderlan Cardoso,M,GO,PP,NA,Titular,56,1
5748,senado,NA,Veneziano Vital do Rêgo Segundo Neto,Veneziano Vital do Rêgo,M,PB,PSB,NA,Titular,56,1
5919,senado,NA,Vilson Vilmar Basso,Vilson Basso,M,PR,NA,NA,1º Suplente,56,0
4786,senado,NA,Virginio José de Carvalho Neto,Virginio de Carvalho,M,SE,PSC,NA,2º Suplente,56,0
791,senado,NA,Vivaldo Vieira Barbosa,Vivaldo Barbosa,M,RJ,PSB,NA,2º Suplente,56,0
5914,senado,NA,Waldemar de Andrada Ignácio de Oliveira,Waldemar Oliveira,M,PE,NA,NA,1º Suplente,56,0
1173,senado,NA,Wellington Antonio Fagundes,Wellington Fagundes,M,MT,PL,NA,Titular,56,1
5411,senado,NA,Weverton Rocha Marques de Sousa,Weverton,M,MA,PDT,NA,Titular,56,1
5783,senado,NA,Zenaide Maia Calado Pereira dos Santos,Zenaide Maia,F,RN,PROS,NA,Titular,56,1
3806,senado,NA,José da Cruz Marinho,Zequinha Marinho,M,PA,PSC,NA,Titular,56,1
