id_deputado,cnpj_empresa,nome_doador,origem_receita,valor_doado
74060,01024192000139,KUBO ENGENHARIA E EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,3000
74060,05402067000176,SOCIEDADE EDUCACIONAL SUL BAHIANA LTDA - EPP,Recursos de pessoas jurídicas,25000
74060,09663275000180,JARDIM ARMACAO EMPREENDIMENTOS IMOBILIARIOS LTDA,Recursos de pessoas jurídicas,20000
74060,13025251000172,SANEANDO - PROJETOS DE ENGENHARIA E CONSULTORIA LTDA - EPP,Recursos de pessoas jurídicas,2000
74060,13486576000152,VERTICAL ENGENHARIA LTDA,Recursos de pessoas jurídicas,3000
74060,13758016000100,PARTIDO COMUNISTA DO BRASIL,Recursos de partido político,71251
74060,15231897000131,CONCRETA TECNOLOGIA EM ENGENHARIA LTDA,Recursos de pessoas jurídicas,3000
74060,16076945000127,LABORATORIO DE ANALISES CLINICAS JAIME FELIX CERQUEIRA SOCIEDADE SIMPLES - EPP,Recursos de pessoas jurídicas,3500
74060,16365025000129,GRAFICO EMPREENDIMENTOS LTDA.,Recursos de pessoas jurídicas,11000
74060,20564905000100,ELEICAO 2014 JANIO NATAL ANDRADE BORGES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,525
74060,20570914000103,ELEICAO 2014 RUI COSTA DOS SANTOS GOVERNADOR,Recursos de outros candidatos/comitês,36950.2
74060,20602729000145,ELEICAO 2014 ALFREDO BOA SORTE JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,746.7
74060,42150391000170,BRASKEM S/A,Recursos de pessoas jurídicas,30000
74060,54956495000156,PARTIDO COMUNISTA DO BRASIL,Recursos de partido político,1029986
178916,03653474000120,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,250000
178916,07389332000159,WG2 TECNOLOGIA LTDA - ME,Recursos de pessoas jurídicas,30000
178916,15102288000182,CONSTRUTORA NORBERTO ODEBRECHT S A,Recursos de pessoas jurídicas,30000
160528,11078837000170,GRAN MARCO CONSTRUTORA E INCORPORADORA LTDA,Recursos de pessoas jurídicas,20000
160528,20592604000181,ELEICAO 2014 COMITE FINANCEIRO SP UNICO PSB,Recursos de outros candidatos/comitês,80000
160552,11234954000185,CMPC CELULOSE RIOGRANDENSE LTDA,Recursos de pessoas jurídicas,15000
160552,14935252000117,PARTIDO SOCIAL DEMOCRATICO - PSD,Recursos de partido político,336400
160552,87552170000167,SCA-INDUSTRIA DE MOVEIS LTDA,Recursos de pessoas jurídicas,6000
160552,89086144000116,RANDON SA IMPLEMENTOS E PARTICIPACOES,Recursos de pessoas jurídicas,5000
73891,00676213000138,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO - DIRETORIO NACIONAL,Recursos de partido político,500000
73891,03301524000100,ATIVIDADE EMPREENDIMENTOS LTDA - ME,Recursos de pessoas jurídicas,16150
73891,10985118000170,SG SERVICOS MEDICOS LTDA - ME,Recursos de pessoas jurídicas,300
73891,20569767000143,ELEICAO 2014 MICHEL MIGUEL ELIAS TEMER LULIA VICE-PRESIDENTE,Recursos de outros candidatos/comitês,50000
73891,48090146000100,UNIMED DO BRASIL CONFEDERACAO NAC DAS COOPERATIVAS MED,Recursos de pessoas jurídicas,120000
73891,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,50000
73891,87582714000133,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,Recursos de partido político,994000
73891,87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTENCIA  A SAUDE LTDA,Recursos de pessoas jurídicas,5000
178908,07317438000147,DOXA ARTE & COMUNICAO S/S LTDA,Recursos de pessoas jurídicas,3000
178908,08055453000127,RODIZIOS DO PARA RESTAURANTE LTDA - EPP,Recursos de pessoas jurídicas,1980
178908,10394168000182,OFFICE COMUNICACAO VISUAL LTDA - ME,Recursos de pessoas jurídicas,13800
178908,10695333000136,K.C. SANTOS PINTO - ME,Recursos de pessoas jurídicas,2300
178908,12543626000123,FORTSERVICE SERVICOS DE PORTARIA E SISTEMA DE SEGURANCA ELETRONICA LTDA - EPP,Recursos de pessoas jurídicas,4000
178908,12619380000126,CONSTRUTORA IRON LTDA - ME,Recursos de pessoas jurídicas,5046.5
178908,15329422000182,GRAFBASTOS LTDA. - ME,Recursos de pessoas jurídicas,2207.5
178908,20575271000182,ELEICAO 2014 NEIL DUARTE DE SOUZA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,877.5
178908,20620283000181,ELEICAO 2014 COMITE FINANCEIRO PA UNICO PSDB,Recursos de outros candidatos/comitês,100000
178908,22946875000113,TUBO E TELHA COMERCIAL LTDA - EPP,Recursos de pessoas jurídicas,2290.12
178908,83324921000137,SUPER POSTO DOIS MIL LTDA - EPP,Recursos de pessoas jurídicas,5900
164359,02425116000106,ORCA CONSTRUTORA LTDA,Recursos de pessoas jurídicas,7000
164359,07255056000136,E P A INDUSTRIA E COMERCIO DE ETIQUETAS LTDA - ME,Recursos de pessoas jurídicas,385
164359,08872928000178,SV COMERCIO DE VEICULOS LTDA  - ME,Recursos de pessoas jurídicas,1050
164359,08887464000173,SS NAVES PARTICIPACOES E EMPREENDIMENTOS LTDA - ME,Recursos de pessoas jurídicas,6000
164359,14115292000112,W.N FAGUNDES EIRELI,Recursos de pessoas jurídicas,1735
164359,20573212000175,ELEICAO 2014 JOSE DA LUZ BORGES DA SILVA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,4550
164359,20592596000173,ELEICAO 2014 COMITE FINANCEIRO GO UNICO PSDB,Recursos de outros candidatos/comitês,56000
164359,33642422000110,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,20000
164359,37034014000136,GREGO COMERCIO DE FRANGOS LTDA - EPP,Recursos de pessoas jurídicas,60000
160588,03735981000103,INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA,Recursos de pessoas jurídicas,20000
160588,03996823000107,POSTO ALCATEIA LTDA - EPP,Recursos de pessoas jurídicas,40000
160588,05869053000167,FABIO DA SILVA TEMPESTA - ME,Recursos de pessoas jurídicas,810
160588,07029365000198,THEGA INDUSTRIA E COMERCIO LTDA,Recursos de pessoas jurídicas,120000
160588,08586157000152,JUATUBA COMERCIO DE VEICULOS LIMITADA - EPP,Recursos de pessoas jurídicas,1500
160588,10288748000195,FLORICULTURA FLORA COPO DE LEITE LTDA - ME,Recursos de pessoas jurídicas,50
160588,13363993000108,ELDORADO LOCACAO DE BENS IMOVEIS E MOVEIS LTDA,Recursos de pessoas jurídicas,1500
160588,14545907000140,PARTIDO SOCIAL DEMOCRATICO,Recursos de partido político,220500
160588,15454755000133,MG COMERCIO DE VEICULOS LTDA,Recursos de pessoas jurídicas,12000
160588,19267632000144,ENGETRON ENGENHARIA ELETRONICA IND E COM LTDA,Recursos de pessoas jurídicas,10000
160588,20110680000103,GRAFICA MUNDIAL LTDA - EPP,Recursos de pessoas jurídicas,1000
160588,20568626000106,ELEICAO 2014 WAGNER DO NASCIMENTO JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,225
160588,20568769000118,ELEICAO 2014 JOAO PIMENTA DA VEIGA FILHO GOVERNADOR,Recursos de outros candidatos/comitês,4690.45
160588,20569459000118,ELEICAO 2014 PABLO CESAR DE SOUZA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2856.39
160588,20572252000100,ELEICAO 2014 ARLETE GONCALVES SANTOS MAGALHAES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,483
160588,20574022000172,ELEICAO 2014 JOAO VITOR XAVIER FAUSTINO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,13394.5
160588,20574278000180,ELEICAO 2014 CARLOS WELTH PIMENTA DE FIGUEIREDO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,960.5
160588,20575279000149,ELEICAO 2014 WANDER JOSE GODDARD BORGES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,66.5
160588,20577179000151,ELEICAO 2014 GERALDO FELIX DE JESUS DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,4557.5
160588,20770566000100,COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA COOXUPE,Recursos de pessoas jurídicas,200000
160588,21378906000114,ARMAZENS GERAIS AGRICOLA LTDA,Recursos de pessoas jurídicas,33000
160588,21535596000102,PROJETTAR CONSTRUTORA LTDA - EPP,Recursos de pessoas jurídicas,1300
160588,22432769000111,TRANSPORTES FATIMA LTDA,Recursos de pessoas jurídicas,5000
160588,24059610000129,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,8332.79
160588,61186680000174,BANCO BMG SA,Recursos de pessoas jurídicas,50000
178929,05657951000151,COPY COMPANY COMUNICACAO VISUAL LTDA - ME,Recursos de pessoas jurídicas,1500
178929,06237174000159,R.B. FORMATURAS LTDA - ME,Recursos de pessoas jurídicas,6000
178929,07796602000146,EDGAR SCHWAB - ME,Recursos de pessoas jurídicas,7000
178929,17467775000174,D. ORSI GIAROLA - ME,Recursos de pessoas jurídicas,200
178929,20570327000106,ELEICAO 2014 EVANDRO JOSE DA CRUZ ARAUJO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,490
178929,20572328000190,ELEICAO 2014 CARLOS ALBERTO RICHA GOVERNADOR,Recursos de outros candidatos/comitês,1756.6399999999999
178929,20697118000128,ELEICAO 2014 COMITE FINANCEIRO PR UNICO PHS,Recursos de outros candidatos/comitês,53574.6
160599,00477027000170,BBA ENGENHARIA E COMERCIO DE PECAS E EQUIPAMENTOS INDUSTRIAIS LTDA - EPP,Recursos de pessoas jurídicas,16000
160599,00887169000105,PARTIDO PROGRESSISTA,Recursos de partido político,1200000
160599,01327965000156,PARTIDO PROGRESSISTA - PP,Recursos de partido político,53945
160599,01486659000162,SEC EMPREENDIMENTOS E CONSTRUCOES LTDA,Recursos de pessoas jurídicas,100000
160599,03920236000134,R.P.E. EQUIPAMENTOS E SERVICOS LTDA - ME,Recursos de pessoas jurídicas,20000
160599,04143804000109,T L CONSTRUCAO CIVIL LTDA - ME,Recursos de pessoas jurídicas,20000
160599,06953322000131,ELMORAIS CONSTRUCOES LTDA,Recursos de pessoas jurídicas,100000
160599,07170211000111,GRAFICA E EDITORA CENTRO OESTE LTDA - ME,Recursos de pessoas jurídicas,300
160599,11198444000108,MOVEIS USADOS YPIRANGA LTDA - ME,Recursos de pessoas jurídicas,300
160599,11942773000103,MINAS GRAFICA CONFECCOES DE IMPRESSOS LTDA - ME,Recursos de pessoas jurídicas,600
160599,13446457000176,LARISSA PEREIRA BELO - ME,Recursos de pessoas jurídicas,300
160599,20566140000139,ELEICAO 2014 JORGE RENO MOUALLEM DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,27949.06
160599,20568769000118,ELEICAO 2014 JOAO PIMENTA DA VEIGA FILHO GOVERNADOR,Recursos de outros candidatos/comitês,3318
160599,20572049000126,ELEICAO 2014 ANTONIO AUGUSTO JUNHO ANASTASIA SENADOR,Recursos de outros candidatos/comitês,725
160599,20573722000142,ELEICAO 2014 AGOSTINHO CELIO ANDRADE PATRUS DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3751.46
160599,20574022000172,ELEICAO 2014 JOAO VITOR XAVIER FAUSTINO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,7552.5
160599,20574051000134,ELEICAO 2014 DALMO ROBERTO RIBEIRO SILVA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,8240
160599,20574357000190,ELEICAO 2014 NACIB DUARTE BECHIR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,12300
160599,20575279000149,ELEICAO 2014 WANDER JOSE GODDARD BORGES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1900
160599,20578008000147,ELEICAO 2014 TIAGO ULISSES DE CASTRO E OLIVEIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1550
160599,20578929000100,ELEICAO 2014 LUIZ FABIO CHEREM DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,18600
160599,21535075000147,GAZETA DE VARGINHA LTDA - ME,Recursos de pessoas jurídicas,6200
160599,22016026000160,COMPANHIA SIDERURGICA VALE DO PINDARE,Recursos de pessoas jurídicas,500000
160599,24059610000129,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,5992
143632,00990842000138,ACO CEARENSE INDUSTRIAL LTDA,Recursos de pessoas jurídicas,230000
143632,01340937000179,GALVAO ENGENHARIA S/A,Recursos de pessoas jurídicas,300000
143632,06017891000175,PB CONSTRUCOES LTDA,Recursos de pessoas jurídicas,70000
143632,07206816000115,M DIAS BRANCO S.A. INDUSTRIA E COMERCIO DE ALIMENTOS,Recursos de pessoas jurídicas,70000
143632,09267050000104,MB COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,Recursos de pessoas jurídicas,100000
143632,09581461000170,JJA CONSULTORIA E ASSESSORIA FINANCEIRA S/S. - ME,Recursos de pessoas jurídicas,50000
143632,14998371000119,J MACEDO S/A,Recursos de pessoas jurídicas,60000
143632,20581598000167,ELEICAO 2014 CAMILO SOBREIRA DE SANTANA GOVERNADOR,Recursos de outros candidatos/comitês,557.51
160758,00309024000127,CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE,Recursos de pessoas jurídicas,30000
160758,01338857000189,MINERACAO CALCIOLANDIA LTDA - ME,Recursos de pessoas jurídicas,8500
160758,01882994000180,SOLUTION COMUNICACAO LTDA,Recursos de pessoas jurídicas,116813.52
160758,02038232000164,BANCO COOPERATIVO DO BRASIL S/A,Recursos de pessoas jurídicas,50000
160758,03653474000120,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,300000
160758,06335683000114,COOPERATIVA DOS PRODUTORES DE ALGODAO DO ESTADO DE MINAS GERAIS LTDA - COOPERPLUMA,Recursos de pessoas jurídicas,30000
160758,08104691000185,JF CITRUS AGROPECUARIA LTDA,Recursos de pessoas jurídicas,24000
160758,13496791000134,JGM CONSTRUCAO E CONSULTORIA LTDA - EPP,Recursos de pessoas jurídicas,8500
160758,15102288000182,CONSTRUTORA NORBERTO ODEBRECHT S A,Recursos de pessoas jurídicas,30000
160758,16849231000104,ITAMBE ALIMENTOS S/A,Recursos de pessoas jurídicas,50000
160758,20558161000102,ELEICAO 2014 COMITE FINANCEIRO DF NACIONAL PARA PRESIDENTE DA REPUBLICA PSDB,Recursos de outros candidatos/comitês,125000
160758,20568769000118,ELEICAO 2014 JOAO PIMENTA DA VEIGA FILHO GOVERNADOR,Recursos de outros candidatos/comitês,4163.76
160758,20572049000126,ELEICAO 2014 ANTONIO AUGUSTO JUNHO ANASTASIA SENADOR,Recursos de outros candidatos/comitês,1087.5
160758,20573989000130,ELEICAO 2014 CASSIO ANTONIO FERREIRA SOARES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,295
160758,20574022000172,ELEICAO 2014 JOAO VITOR XAVIER FAUSTINO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1747.5
160758,20574303000125,ELEICAO 2014 ROMULO ANTONIO VIEGAS DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1650
160758,20578008000147,ELEICAO 2014 TIAGO ULISSES DE CASTRO E OLIVEIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1500
160758,20578929000100,ELEICAO 2014 LUIZ FABIO CHEREM DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3875
160758,20578979000197,ELEICAO 2014 NEIDER MOREIRA DE FARIA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,286
160758,22610612000139,CONSTRUTORA D'AVILA REIS LTDA,Recursos de pessoas jurídicas,15000
160758,23998438000106,CCM-CONSTRUTORA CENTRO MINAS LTDA,Recursos de pessoas jurídicas,15000
160758,24059610000129,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,136400
160758,25683434000164,COOPERATIVA CENTRAL DE CREDITO DE MINAS GERAIS LTDA - SICOOB CENTRAL CREDIMINAS,Recursos de pessoas jurídicas,50000
160758,41937319000125,RDR ENGENHARIA LTDA,Recursos de pessoas jurídicas,100000
160758,49475833000360,BIOLAB SANUS FARMACEUTICA LTDA,Recursos de pessoas jurídicas,50000
160758,59874883000101,FERMASUL EMPREENDIMENTOS IMOBILIARIOS LTDA,Recursos de pessoas jurídicas,50000
160758,61190096000192,EUROFARMA LABORATORIOS S.A.,Recursos de pessoas jurídicas,50000
160758,62011788000199,LITUCERA LIMPEZA E ENGENHARIA LTDA,Recursos de pessoas jurídicas,123581.70999999999
160758,66289471000170,LIBE CONSTRUTORA LIMITADA,Recursos de pessoas jurídicas,100000
160758,93586303000119,AGROGEN S/A - AGROINDUSTRIAL,Recursos de pessoas jurídicas,20000
178994,02862352000181,PETROLIDER-COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA,Recursos de pessoas jurídicas,400000
178994,04100556000100,TRACTEBEL ENERGIA COMERCIALIZADORA LTDA,Recursos de pessoas jurídicas,40000
178994,07209626000151,COSTA & VIEIRA LTDA,Recursos de pessoas jurídicas,70000
178994,16593945000102,COMERCIAL SUPER BIG DE ALIMENTOS LTDA - EPP,Recursos de pessoas jurídicas,150000
178994,20569767000143,ELEICAO 2014 MICHEL MIGUEL ELIAS TEMER LULIA VICE-PRESIDENTE,Recursos de outros candidatos/comitês,50000
178994,20632465000172,ELEICAO 2014 COMITE FINANCEIRO TO UNICO PMDB,Recursos de outros candidatos/comitês,14576
141417,00676213000138,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO - DIRETORIO NACIONAL,Recursos de partido político,1040000
141417,03656678000115,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO PMDB,Recursos de partido político,809958.6
141417,05303109000111,ARTESUL COMERCIO E SERVICOS LTDA - EPP,Recursos de pessoas jurídicas,4000
141417,05498180000105,ELETROWOLTES LTDA,Recursos de pessoas jurídicas,20000
141417,05746401000290,FERREIRA E RIBEIRO LTDA - ME,Recursos de pessoas jurídicas,50000
141417,10143815000183,ROSSI & MELO CONSTRUCOES E TERRAPLENAGEM LTDA - ME,Recursos de pessoas jurídicas,66000
141417,20569767000143,ELEICAO 2014 MICHEL MIGUEL ELIAS TEMER LULIA VICE-PRESIDENTE,Recursos de outros candidatos/comitês,100000
141417,20614487000100,ELEICAO 2014 COMITE FINANCEIRO RR DISTRITAL/ESTADUAL PARA GOVERNADOR PSB,Recursos de outros candidatos/comitês,5574.63
141417,57494031000163,COMPANHIA BRASILEIRA DE CARTUCHOS,Recursos de pessoas jurídicas,30000
141417,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,50000
134812,03505185000184,COMPANHIA RIOGRANDENSE DE VALORIZACAO DE RESIDUOS,Recursos de pessoas jurídicas,30000
134812,08537999000114,PARTIDO SOCIALISMO E LIBERDADE,Recursos de partido político,790
134812,20614230000158,ELEICAO 2014 MARCO ANTONIO CARRERA FERREIRA GOVERNADOR,Recursos de outros candidatos/comitês,475
134812,34624379000122,SOL INFORMATICA LTDA,Recursos de pessoas jurídicas,11740
74655,01487047000194,LOCARFACIL LOCADORA DE VEICULOS LTDA - ME,Recursos de pessoas jurídicas,4500
74655,03653474000120,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,80000
74655,07150233000110,GRANJA BRASILIA AGROINDUSTRIAL AVICOLA LTDA,Recursos de pessoas jurídicas,2000
74655,11940927000209,CRP AGROPECUARIA LTDA,Recursos de pessoas jurídicas,10000
74655,13430836000178,M E M EMPREENDIMENTOS E CONSTRUTORA LTDA.,Recursos de pessoas jurídicas,2000
74655,19750546000198,MINERACAO PORTO MESQUITA LTDA - EPP,Recursos de pessoas jurídicas,5000
74655,20558161000102,ELEICAO 2014 COMITE FINANCEIRO DF NACIONAL PARA PRESIDENTE DA REPUBLICA PSDB,Recursos de outros candidatos/comitês,125000
74655,20568769000118,ELEICAO 2014 JOAO PIMENTA DA VEIGA FILHO GOVERNADOR,Recursos de outros candidatos/comitês,2140
74655,20572252000100,ELEICAO 2014 ARLETE GONCALVES SANTOS MAGALHAES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,84
74655,20578008000147,ELEICAO 2014 TIAGO ULISSES DE CASTRO E OLIVEIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,143.75
74655,23117229000106,SIDERURGICA ALTEROSA S/A,Recursos de pessoas jurídicas,10000
74655,23121478000256,POSTO PARAENSE LTDA,Recursos de pessoas jurídicas,2000
74655,23836620000160,MICAPEL-MINERACAO CAPAO DAS PEDRAS LTDA,Recursos de pessoas jurídicas,30000
74655,24059610000129,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,151800
92346,20618280000103,ELEICAO 2014 COMITE FINANCEIRO SP UNICO PSC,Recursos de outros candidatos/comitês,6661.84
178977,01308392000113,VIP CONSTRUTORA LTDA - EPP,Recursos de pessoas jurídicas,2000
178977,03159265000125,BOA NOVA ESPACOS E EVENTOS LTDA - ME,Recursos de pessoas jurídicas,9800
178977,03215139000140,YAMAUCHI COMUNICACAO LTDA,Recursos de pessoas jurídicas,2000
178977,03347400000166,DUMAC FACTORING LTDA - EPP,Recursos de pessoas jurídicas,1000
178977,03502394000174,TRANSPORTADORA BALAFRE LTDA - ME,Recursos de pessoas jurídicas,1000
178977,04193032000101,LIBERAIS ASSOCIADOS INCORPORADORA LTDA,Recursos de pessoas jurídicas,1000
178977,04760570000130,PAC AMBIENTAL LTDA. - ME,Recursos de pessoas jurídicas,1000
178977,05765354000140,R M CURY ROUPAS E ACESSORIOS LTDA - ME,Recursos de pessoas jurídicas,1000
178977,06083188000165,FEMAG SERVICOS ADMINISTRATIVOS LTDA - EPP,Recursos de pessoas jurídicas,1000
178977,06161357000138,CONDE NETO & CIA LTDA,Recursos de pessoas jurídicas,1000
178977,06282870000187,ESPINDOLA & FILHOS GESTAO E PARTICIPACOES SOCIETARIAS LTDA,Recursos de pessoas jurídicas,100000
178977,07689002000189,EMBRAER S.A.,Recursos de pessoas jurídicas,60000
178977,10578522000129,L.G ABUD & CIA LTDA - EPP,Recursos de pessoas jurídicas,1000
178977,13894022000194,B H DO CARMO TRANSPORTES LTDA - EPP,Recursos de pessoas jurídicas,5000
178977,14324507000105,MANZONI ARQUITETOS & ASSOCIADOS S/S LTDA - ME,Recursos de pessoas jurídicas,1000
178977,16527496000196,IGOR DABKIEWICZ 37109772829,Recursos de pessoas jurídicas,1500
178977,17552022000167,F. DOURADO DANTAS - ME,Recursos de pessoas jurídicas,1900
178977,17724763000188,ENGTEC SOLUCOES DE ENGENHARIA E TECNOLOGIA LTDA,Recursos de pessoas jurídicas,4000
178977,18130709000177,LABAKI & TREVISANI SOCIEDADE DE ADVOGADOS,Recursos de pessoas jurídicas,1000
178977,20560260000129,ELEICAO 2014 HELIO NISHIMOTO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,14771.25
178977,20560788000106,ELEICAO 2014 PATRICIA VIEIRA JULIANI DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,10350
178977,20561654000100,ELEICAO 2014 JOSE CARLOS VAZ DE LIMA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,831
178977,20561988000175,ELEICAO 2014 EVANDRO LUIZ LOSACCO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,450
178977,20592601000148,ELEICAO 2014 COMITE FINANCEIRO SP DISTRITAL/ESTADUAL PARA GOVERNADOR PSDB,Recursos de outros candidatos/comitês,7094.46
178977,20620278000179,ELEICAO 2014 COMITE FINANCEIRO SP DISTRITAL/ESTADUAL PARA SENADOR DA REPUBLICA PSDB,Recursos de outros candidatos/comitês,1967
178977,43274307000193,CABANA ENGENHARIA E CONSTRUCOES LTDA,Recursos de pessoas jurídicas,1000
178977,51665396000127,CASTOR ENGENHARIA E COMERCIO LTDA,Recursos de pessoas jurídicas,2000
178977,53322541000100,ASSOCIACAO DOS LOJISTAS DO CENTERVALE SHOPPING,Recursos de pessoas jurídicas,2000
178977,57534679000116,NOVA FREITAS IMOVEIS LTDA - EPP,Recursos de pessoas jurídicas,7000
178977,57843757000164,DUBEK ENGENHARIA E CONSTRUCAO LTDA,Recursos de pessoas jurídicas,1000
178977,60132610000170,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de pessoas jurídicas,2717.8900000000003
178977,60181468000151,AVIBRAS INDUSTRIA AEROESPACIAL S A,Recursos de pessoas jurídicas,25000
178977,61309746000338,PROGERAL INDUSRTRIA DE ARTEFATOS PLASTICOS LTDA,Recursos de pessoas jurídicas,2000
178977,65045486000120,SOESP-ODONTO SISTEMA ODONTOLOGICO E SERVICOS PREVENTIVOS LTDA,Recursos de pessoas jurídicas,1000
178977,65055592000194,MARKHA CORRETORA DE SEGUROS LTDA - EPP,Recursos de pessoas jurídicas,1000
178977,67598532000143,SEGRETO & SEGRETO LTDA - EPP,Recursos de pessoas jurídicas,2000
178977,69329639000111,ELETROLEX ENGENHARIA LTDA,Recursos de pessoas jurídicas,1000
178977,73115875000102,THEVAL COMERCIO DE ROLAMENTOS LTDA - EPP,Recursos de pessoas jurídicas,1000
178977,96491014000124,META CONTABILIDADE LTDA - EPP,Recursos de pessoas jurídicas,1000
141421,01349048000172,DIRETORIO REGIONAL DO PARTIDO PROGRESSISTA NO ESTADO DE PERNAMBUCO,Recursos de partido político,1571350
141421,01637895000132,VOTORANTIM CIMENTOS S.A.,Recursos de pessoas jurídicas,100000
141421,04845177000140,ADPL MOTORS LTDA.,Recursos de pessoas jurídicas,250000
141421,10171090000137,CCG EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,170000
141421,10670301000186,GLG EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,120000
141421,10935253000100,GL BRASIL EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,20000
141421,11350571000172,GLE EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,10000
141421,12895220000100,MD PE EMPRESARIAL AGAMENON CONSTRUCOES LTDA,Recursos de pessoas jurídicas,50000
141421,13781037000146,GL GUARARAPES EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,20000
141421,15679245000164,GL BOA VIAGEM EMPREENDIMENTOS LTDA,Recursos de pessoas jurídicas,20000
141421,20623031000106,ELEICAO 2014 COMITE FINANCEIRO PE UNICO PP,Recursos de outros candidatos/comitês,15562.5
141421,33131541000108,COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO,Recursos de pessoas jurídicas,100000
141421,56993900000131,COMPANHIA METALURGICA PRADA,Recursos de pessoas jurídicas,150000
141421,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,75000
141422,00584755000180,VIA ENGENHARIA S. A.,Recursos de pessoas jurídicas,200000
141422,01633510000169,DEMOCRATAS - DIRETORIO NACIONAL,Recursos de partido político,430000
141422,09090259000145,MIRIRI ALIMENTOS E BIOENERGIA S/A.,Recursos de pessoas jurídicas,15000
141422,09357997000106,JAPUNGU AGROINDUSTRIAL SA,Recursos de pessoas jurídicas,80000
141422,20574407000130,ELEICAO 2014 ADRIANO CEZAR GALDINO DE ARAUJO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,200
141422,20603203000180,ELEICAO 2014 ATAIDES MENDES PEDROSA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,550
141422,35501667000152,DIRETORIO REGIONAL DO DEMOCRATAS - DEM - 25,Recursos de partido político,30000
